filename,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2007_001724.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000032.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001825.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000039.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001764.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000063.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001834.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000068.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001857.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000121.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001872.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000170.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002099.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000241.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002105.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000243.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002107.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000250.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002120.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000256.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002142.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000333.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002198.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000363.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002212.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000364.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002216.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000392.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002227.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000480.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002234.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000504.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002273.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000515.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002281.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000528.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002293.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000549.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002361.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000584.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002368.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000645.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002370.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000648.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002403.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000713.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002462.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000720.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002488.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000733.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002545.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000738.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002611.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000768.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002639.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000793.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002668.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000822.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002669.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000836.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002760.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000876.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002789.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_000904.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002845.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001027.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002895.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001073.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002896.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001149.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002914.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001185.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002953.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001225.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002954.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001340.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002967.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001397.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003000.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001416.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003118.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001420.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003178.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001439.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003189.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001487.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003190.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001595.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003191.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001602.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003205.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001609.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003207.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001698.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003251.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001704.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003267.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001709.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001901.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003286.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001917.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003330.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_001960.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003431.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002024.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003451.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002055.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003525.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_002088.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008_007011.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2007_003529.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003541.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003565.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003580.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003593.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003604.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003668.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003715.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003778.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003788.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003815.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003876.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003889.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_003910.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004003.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004009.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004065.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004081.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004166.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004289.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004291.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004328.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004423.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004459.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004476.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004481.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004500.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004537.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004627.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004663.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004705.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004707.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004768.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004769.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004810.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004830.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004841.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004948.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004951.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004988.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_004998.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005043.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005064.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005086.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005124.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005130.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005144.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005210.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005212.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005227.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005248.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005262.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005264.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005266.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005273.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005314.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005360.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005368.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005430.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005647.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005688.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005702.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005790.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005797.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005859.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005878.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005902.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005951.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005988.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_005989.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006004.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006066.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006134.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006136.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006151.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006212.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006232.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006254.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006281.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006303.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006317.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006400.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006409.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006445.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006477.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006483.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006490.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006530.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007_006581.pth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
